house_price,rental_agency,city,bedrooms,surface
875,123Wonen Limburg,Sittard,1,64
950,Domica Leiden,Leiden,1,35
1500,Expat Rentals,Amsterdam,3,50
1300,RELO Wonen,Zwaag,5,115
335,Nu-huren.nl,Den Bosch,1,10
2250,Lutz Real Estate,Den Haag,3,122
1475,123Wonen Arnhem,Arnhem,3,120
1875,Rotsvast Amsterdam,Amsterdam,2,61
2000,Amsterdam Housing,Amsterdam,2,80
1500,Amsterdam Housing,Almere,4,92
1750,Recourt Makelaars,Amsterdam,3,51
1550,Edens Makelaardij,Amsterdam,2,52
995,Housing Solutions,Rotterdam,2,55
1750,Keizerskroon makelaars,Amsterdam,2,74
1350,Langezaal makelaars,Voorburg,4,87
1295,VHPN,Rotterdam,3,80
1475,Hoogveste BV,Amstelveen,1,40
1950,Acuut Huren Breda,Breda,5,127
430,Acuut Huren Breda,Breda,1,12
737,AB&P Vaassen,Echt,5,80
1850,Add Makelaardij,Amsterdam,3,92
1250,Haarlem Real Estate,Haarlem,2,65
1450,TVN Real Estate,Rotterdam,3,85
1775,Valerius Rentals,Amsterdam,3,86
1250,Star Housing,Maastricht,2,65
1695,Koops Makelaardij Amstelveen,Amstelveen,3,90
930,Kortland Beheer,Lekkerkerk,3,74
1225,VGW Housing,Utrecht,2,55
1875,Makelaarshuis Amsterdam - Zaanstad,Amsterdam,4,64
925,Amsterdam Housing,Amsterdam,2,79
1495,RE/MAX Makelaarsgilde Leiden,Leiden,2,81
1245,Koops Makelaardij Leiden,Leiden,2,80
850,FS Vastgoed B.V.,Den Bosch,1,30
950,Twente Invest,Enschede,4,75
1365,LIV Residential,Amsterdam,3,54
1545,LIV Residential,Amsterdam,3,99
1150,Dop & Dop Consultancy,Rotterdam,2,70
1095,HRS Wonen,Den Bosch,3,65
1650,Projekthus,Den Haag,3,91
1195,About Real Estate,Den Haag,3,60
875,Max Property Rentals,Rotterdam,3,60
1200,Rowork Real Estate,Rotterdam,1,70
1100,Rowork Real Estate,Rotterdam,1,65
1200,Rowork Real Estate,Rotterdam,1,70
1895,Star Housing,Maastricht,3,117
375,Star Housing,Heerlen,1,25
2500,EHR Haarlem - Leiden,Haarlem,5,120
955,P&D Housing,Tilburg,1,55
2100,The Perfect House,Amsterdam,3,86
1875,Brick Vastgoed,Helmond,5,260
895,HouseHunting Zwolle Apeldoorn,Zwolle,3,50
1115,NederWoon verhuurmakelaars Deventer,Deventer,3,85
640,Duinzigt Wonen B.V.,Den Haag,2,25
575,Phidec Vastgoed Beheer B.V.,Heerlen,2,50
1750,First Class Housing,Amsterdam,4,87
950,BenHousing,Rotterdam,2,60
1695,Tweelwonen.nl Leiden,Oegstgeest,4,146
995,K&P Makelaars,Groningen,2,51
995,K&P Makelaars,Groningen,2,51
2975,Avenir Vastgoed,Den Haag,6,200
1695,ViaDaan,Amsterdam,4,63
1300,NEXT Beheer,Den Haag,4,70
950,BenHousing,Rotterdam,4,75
1440,LIV Residential,Amsterdam,3,99
1510,LIV Residential,Amsterdam,2,57
1175,Rotsvast Gouda,Gouda,4,85
795,Rent Valley,Den Haag,2,45
1695,Rent a Stone,Rotterdam,5,120
1395,Rent a Stone,Rotterdam,4,72
1250,Homey Housing,Den Haag,4,80
1750,Homeland Real Estate,Den Haag,4,80
2250,Estata Makelaars O.G.,Den Haag,3,118
1950,Estata Makelaars O.G.,Den Haag,5,146
570,Homey Housing,Den Haag,1,21
690,De Verhuurmakelaar,Zoeterwoude,2,60
2000,Expat & Real Estate B.V.,Voorschoten,3,120
995,Rotterdam Wonen,Rotterdam,5,85
595,BenHousing,Rotterdam,1,20
995,Housing 4 You,Maastricht,3,80
1395,Q Makelaars,Den Haag,2,72
2100,The Perfect House,Amsterdam,3,86
825,Rent Valley,Den Haag,2,34
1800,Sonar appartementen,Den Haag,4,130
1200,Sonar appartementen,Den Haag,3,80
1300,Sonar appartementen,Den Haag,2,65
1500,MyhomeBnB Amsterdam,Amsterdam,2,56
1450,Homey Housing,Rotterdam,5,100
1250,Homecrew,Diemen,3,62
1450,Lexis Real Estate,Amsterdam,2,45
1450,Kolpa Makelaars B.V.,Rotterdam,4,86
564,De Noordelijke Verhuur Makelaars,Leeuwarden,1,27
710,Sterckwonen,Heerlen,4,102
2500,The Hague Real Estate Services,Den Haag,3,130
1390,Loftly,Rotterdam,2,70
1345,LIV Residential,Amsterdam,3,93
2250,DutchRelocate,Amsterdam,7,195
895,ViaDaan,Stiens,5,108
1700,Reallo,Amsterdam,3,87
1295,Gooiland Makelaardij Hilversum,Hilversum,3,89
1650,Domica Amsterdam,Amsterdam,2,86
1350,Riva Rentals,Rotterdam,2,48
295,4-Freedom | Vastgoedbeheer,Nijmegen,1,13
1400,Kerkvliet Makelaars,Leiderdorp,4,107
653,Maxx Zwolle,Zwolle,1,29
1025,Rent2day Real Estate,Leiden,2,40
1395,Numaga Vastgoed,Amsterdam,3,66
2950,Koops Makelaardij Amstelveen,Uithoorn,5,168
1950,ME Makelaars BV,Amsterdam,3,89
2350,Listings,Amsterdam,3,80
1500,Homecrew,Amsterdam,3,56
450,NederWoon verhuurmakelaars Deventer,Deventer,1,20
935,P&D Housing,Tilburg,2,55
985,OurDomain Amsterdam Diemen,Diemen,2,47
1500,Fides Diensten,Groningen,2,49
3500,Haagen & Partners,Amsterdam,7,192
1075,Heimstaden,Leidschendam,4,102
3950,VERRA Real Estate,Den Haag,7,200
595,Vivir Wonen,Hoeven,2,35
1500,The Hague Real Estate Services,Den Haag,2,85
1800,Vastgoed Unie Makelaardij ,Amsterdam,3,86
1145,Parkstone,Den Haag,2,35
1045,Parkstone,Den Haag,2,30
1895,LIV Residential,Amsterdam,4,132
875,ViaDaan,Heerenveen,4,83
1500,DdeG Vastgoed bv,Bussum,2,35
1250,Rotsvast Rotterdam,Rotterdam,3,64
1095,123Wonen Apeldoorn,Apeldoorn,4,80
1495,Expatdesk Nijmegen,Nijmegen,4,126
1500,Prinsen Residence International,Diemen,3,70
1450,Inter Immo Almere,Almere,3,89
985,Stienstra,Geertruidenberg,4,115
1150,Rotsvast Middelburg,Vlissingen,3,83
1700,Housing Solutions,Brielle,4,60
2650,Kolpa Makelaars B.V.,Rotterdam,6,169
1295,Housing Solutions,Hellevoetsluis,5,110
1890,HouseHunting SchipholRegio & Haarlem e.o.,Hoofddorp,5,125
1825,Stam Vastgoed,Soesterberg,6,160
1250,Tijdelijk Twee Woningen,Hallum,5,251
995,Trijs & Partners,Bleskensgraaf ca,4,125
1350,AmsterHomes,Amsterdam,2,45
2400,TVN Real Estate,Amsterdam,3,110
1525,Stienstra,Amstelveen,5,130
1250,Domvast,Utrecht,3,60
1325,Compass Housing Amsterdam,Amsterdam,3,68
985,OurDomain Amsterdam Diemen,Diemen,2,47
1345,Select-a-House.nl,Breda,3,114
1450,Alcoco.nl,Amsterdam,2,65
825,Björnd Makelaardij,Delft,1,44
1700,BrinkBorgh Makelaardij,Amsterdam,2,50
1550,BrinkBorgh Makelaardij,Amsterdam,3,60
975,Rental Rotterdam,Rotterdam,2,74
1300,Stad en Land Makelaars,Dordrecht,3,90
1000,Linger OG,Amsterdam,1,30
2375,Burgersdijk Makelaars,Maartensdijk,6,139
1750,Ooms Makelaars Woningen,Rotterdam,3,119
1195,Van der Borden Vastgoedprofessionals - Huur & Beheer,Alkmaar,6,90
1500,Atrium makelaars,Den Haag,3,77
1250,Rental Rotterdam,Rotterdam,3,72
1350,HB Housing ,Zaandam,2,77
1500,Partner in real estate,Utrecht,4,80
1500,Partner in real estate,Amstelveen,3,80
1500,Partner in real estate,Amstelveen,4,80
1450,Match&Rent,Amsterdam,2,50
1950,Great Expatation,Amstelveen,3,100
2350,Riva Rentals,Rotterdam,3,115
2300,Linda Housing,Rotterdam,4,112
630,Huurwoningen Parkstad,Hoensbroek,2,28
1595,The Real Estate Company,Den Haag,3,72
560,Home of Orange,Amsterdam,1,18
1395,Expat Housing,Den Haag,3,115
2200,Jenter Real Estate,Den Haag,4,114
1650,Vastgoed Unie Makelaardij ,Amsterdam,3,81
1150,Vastgoed Unie Makelaardij ,Amsterdam,2,30
1495,City Homes,Amsterdam,2,50
1675,City Homes,Amsterdam,2,75
2100,The Perfect House,Amsterdam,3,86
1550,Mac Housing,Amsterdam,3,78
1625,City Homes,Amsterdam,3,80
895,Havos Vastgoedbelegging bv,Groningen,2,55
1295,Rotterdam Apartments,Rotterdam,4,94
2000,Rotterdam Apartments,Rotterdam,4,120
895,Rotterdam Apartments,Rotterdam,2,60
2295,Wooncompany Den Haag,Den Haag,3,113
1128,Wooove,Apeldoorn,3,93
1400,Kalwij Vastgoed,Amsterdam,3,70
780,Domica Apeldoorn,Apeldoorn,2,50
558,Domica Apeldoorn,Apeldoorn,1,26
2350,RELO Wonen,Spijkenisse,6,100
2000,IB Makelaars,Amsterdam,3,70
1700,IB Makelaars,Amsterdam,3,76
1000,Huurwoning in Rotterdam,Rotterdam,2,46
1085,Trijs & Partners,Gorinchem,2,98
775,Rent2You,Rotterdam,1,25
2200,First Class Housing,Amstelveen,5,158
2100,First Class Housing,Amsterdam,3,93
1750,First Class Housing,Amstelveen,3,85
1595,The Real Estate Company,Den Haag,2,92
950,Regio56 Makelaars & Huisvesting ,Eindhoven,2,45
795,Regio56 Makelaars & Huisvesting ,Eindhoven,1,22
2250,Amstel Housing,Amstelveen,4,100
1500,Rotsvast Amsterdam,Amsterdam,3,55
1350,LV Housing,Amsterdam,3,45
650,LV Housing,Amsterdam,1,15
1590,Rotsvast Hilversum,Hilversum,4,93
879,Nu-huren.nl,Valkenswaard,2,65
795,Domica Apeldoorn,Apeldoorn,2,56
1500,VERRA Real Estate Rotterdam,Rotterdam,3,75
575,OurCampus Amsterdam Diemen,Diemen,1,27
1295,VHPN,Rotterdam,3,80
875,Reham Makelaars | Taxateurs,Terneuzen,2,50
750,Domica Apeldoorn,Apeldoorn,2,55
1350,UVM,Oosterbeek,4,115
815,UVM,Arnhem,2,48
1700,Valerius Rentals,Amsterdam,3,57
1175,Koops Makelaardij Leiden,Leiden,2,60
1450,123Wonen Amsterdam,Amsterdam,2,60
1995,Koops Makelaardij Amstelveen,Diemen,4,106
799,Duinzigt Wonen B.V.,Den Haag,2,50
1450,The Real Estate Company,Rotterdam,3,72
2200,Grand Relocation,Amsterdam,4,105
1550,NederWoon verhuurmakelaars Arnhem,Dieren,3,126
999,Rotsvast Middelburg,Vlissingen,2,35
1050,Rotsvast Middelburg,Middelburg,3,95
1700,Tweelwonen.nl Leiden,Leiden,3,85
1700,Tweelwonen.nl Leiden,Leiden,3,85
1995,A1 Executive Estate,Amsterdam,4,90
1650,IB Makelaars,Amsterdam,3,58
1850,Amstel Property Agency,Amsterdam,3,100
1450,Haarlem Real Estate,Haarlem,2,60
730,De Huissleutel,Tilburg,2,65
1495,LIV Residential,Amstelveen,4,96
1395,LIV Residential,Amsterdam,3,62
1295,Stoit Groep,Geldrop,3,89
795,Rent Valley,Den Haag,2,31
1650,Collection Apartments,Amsterdam,2,60
1500,AB&P Vaassen,Roermond,7,100
1295,HouseHunting Breda,Breda,3,90
1200,Rotsvast Middelburg,Vlissingen,3,60
916,Holland2Stay,Helmond,1,58
935,P&D Housing,Tilburg,2,55
575,OurCampus Amsterdam Diemen,Diemen,1,27
904,Holland2Stay,Helmond,2,51
1350,J.T.M.D. vastgoed beheer B.V.,Aalsmeer,2,60
1650,Koops Makelaardij Leiden,Leiden,3,85
672,Holland2Stay,Helmond,1,26
1700,Tweelwonen.nl Leiden,Leiden,3,85
1600,Keizerskroon makelaars,Amsterdam,3,55
600,ViaDaan,Amsterdam,1,25
730,Homey Housing,Den Haag,1,22
1500,Brick Vastgoed,Eindhoven,4,130
760,Homey Housing,Den Haag,1,20
1995,Wooncompany Den Haag,Den Haag,4,130
1600,Interhouse verhuurmakelaars Hilversum & Almere,Abcoude,5,140
1250,De Bloois Vastgoed,Voorburg,4,86
1975,Holland Home Management,Amsterdam,3,72
1295,NumberXII Exclusive Real Estate,Den Haag,3,80
935,NumberXII Exclusive Real Estate,Den Haag,2,45
1500,Amsterdam Housing,Amsterdam,2,65
1600,Expat Rentals,Egmond-Binnen,3,120
1550,HousingXL.nl,Maastricht,3,80
1675,Inter Immo Amsterdam,Amsterdam,3,82
865,AB&P Vaassen,Echt,7,100
690,AB&P Vaassen,Echt,4,40
1500,Riva Rentals,Rotterdam,3,80
1210,Maxx Zwolle,Zwolle,2,75
699,The Real Estate Company,Amsterdam,1,15
925,Expat & Property Management,Den Haag,3,60
1875,F.E. Real Estate,Amstelveen,4,91
1195,123Wonen Tilburg,Tilburg,4,100
1250,VERRA Real Estate,Den Haag,2,105
805,Siebbeles Vastgoed,Arnhem,4,70
955,P&D Housing,Tilburg,1,55
1395,Q Makelaars,Den Haag,2,72
1750,ViaDaan,Amsterdam,3,89
1225,DHVC Vastgoed,Eindhoven,3,76
699,The Real Estate Company,Amsterdam,1,14
1375,Expatdesk Nijmegen,Wijchen,5,118
1225,VERRA Real Estate Rotterdam,Rotterdam,1,52
1150,Rotsvast Middelburg,Middelburg,3,73
1550,TVN Real Estate,Amsterdam,2,60
1375,Amsterdam Beautiful Property Rental,Amsterdam,2,46
1378,Rotsvast Bergen op Zoom,Etten-Leur,4,140
1250,123Wonen Tilburg,Goirle,5,83
1500,Avenir Vastgoed,Den Haag,4,124
1995,First Class Housing,Amstelveen,4,150
800,Prisma ERA Makelaars Delden,Diepenheim,5,120
1500,Interhouse verhuurmakelaars Rotterdam,Rotterdam,3,97
2750,Out Amsterdam,Amsterdam,4,125
4750,Dutch Housing Centre BV,Amsterdam,6,160
1205,Altijd Wonen,Utrecht,2,70
875,Rental Rotterdam,Rotterdam,1,25
1995,Huurinc Housing,Eindhoven,3,90
1199,Level 5 Rental Agency,Vlaardingen,4,70
735,Rotsvast Tilburg,Tilburg,2,33
1650,KamerRaad,Oegstgeest,3,112
640,Friendly Housing,Eindhoven,1,26
640,Friendly Housing,Eindhoven,1,15
1395,Van Huis Uit Makelaars,Amsterdam,2,56
669,The Real Estate Company,Duivendrecht,1,10
1195,Regio56 Makelaars & Huisvesting ,Eindhoven,2,87
465,Brick Brokers,Baarn,1,12
450,Brick Brokers,Soest,1,20
520,Brick Brokers,Soest,1,24
1350,Hevesta Bemiddeling,Amsterdam,1,37
935,P&D Housing,Tilburg,2,55
1650,NOVA Housing,Maastricht,3,83
687,123Wonen Leiden,Leiden,1,21
1400,Brick Vastgoed,Eindhoven,4,85
1295,Koops Makelaardij Amsterdam,Amsterdam,2,48
625,Lemoo,Utrecht,1,15
1850,Amsterdam Beautiful Property Rental,Amsterdam,2,85
1875,Amsterdam Beautiful Property Rental,Amsterdam,3,64
1395,Rotsvast Bergen op Zoom,Willemstad,5,124
1050,Interhouse verhuurmakelaars Den Haag,Den Haag,2,50
995,Rotsvast Hilversum,Hilversum,1,60
2500,Von Poll Real Estate - Centrum,Amsterdam,4,100
1350,Tweelwonen.nl Rotterdam,Rotterdam,2,60
995,K&P Makelaars,Groningen,2,50
950,Rental Rotterdam,Dordrecht,4,89
995,Select-a-House.nl,Breda,1,60
795,Friendly Housing,Eindhoven,2,19
900,NH Smeding Holding BV,Utrecht,1,35
1200,Riva Rentals,Rotterdam,2,60
1800,Rotsvast Amstelveen,Amstelveen,3,101
1050,Brick Brokers,Hilversum,3,60
1650,Interhouse verhuurmakelaars Amsterdam,Amsterdam,2,45
1650,Interhouse verhuurmakelaars Amsterdam,Amsterdam,2,45
1625,Interhouse verhuurmakelaars Amsterdam,Amsterdam,3,70
895,Immovita,Den Haag,2,50
1050,Domica Den Bosch,Den Bosch,3,70
1200,Domica Den Bosch,Den Bosch,2,65
1250,StartHousing,Vlaardingen,4,100
1250,Langezaal makelaars,Den Haag,3,70
1795,Kimmel & Co. Makelaarskantoor o.g. b.v.,Den Haag,3,104
415,Friendly Housing,Eindhoven,1,12
1550,Mac Housing,Amsterdam,3,78
1325,Compass Housing Amsterdam,Amsterdam,3,68
440,Friendly Housing,Eindhoven,1,14
1495,Van Huis Uit Makelaars,Amsterdam,2,58
750,Maison Makelaars Roermond / Maasgouw Roerdalen / Echt-Susteren,Roermond,4,76
1450,Amsterdam Housing,Hoofddorp,2,63
770,Vlug Wonen,Enschede,3,52
1300,Wonen Hartje Rotterdam,Rotterdam,4,96
640,GOETH Vastgoed,Eindhoven,1,26
1495,Homeland Real Estate,Den Haag,4,87
1500,Parker & Williams Real Estate Services,Amsterdam,2,60
795,BVwonen,Tilburg,2,30
2150,Evers Makelaardij & Taxateurs,Amsterdam,4,82
1250,ViaDaan,Haarlem,2,50
1350,De Nieuwe Verhuurmakelaar,Amsterdam,2,45
975,Stienstra,Kerkrade,4,133
1050,DM van de Kuil Makelaardij,De Bilt,2,54
1500,Linger OG,Amsterdam,3,90
2000,JLG Real Estate,Amsterdam,3,90
1500,JLG Real Estate,Amsterdam,2,49
2600,Rappange Makelaardij,Amsterdam,3,110
1450,Amsterdam Wonen,Amsterdam,2,54
1575,Amsterdam Wonen,Amsterdam,3,50
1550,Amsterdam Wonen,Amsterdam,3,57
825,Björnd Makelaardij,Delft,2,30
1750,Von Poll Real Estate - Centrum,Amsterdam,2,57
2000,Von Poll Real Estate - Centrum,Amsterdam,3,72
1595,Mar. J. Heule,Amsterdam,3,58
1250,Ooms Makelaars Woningen,Rotterdam,3,61
1750,Amstel Makelaardij o.g.,Amstelveen,3,110
1225,Hofzicht Makelaars,Woerden,2,80
1300,HB Housing ,Amsterdam,2,51
1475,Hoogveste BV,Amstelveen,1,40
985,OurDomain Amsterdam Diemen,Diemen,2,47
1500,HB Housing ,Hoofddorp,3,69
710,Bastings Vastgoed Beheer,Maastricht,1,21
2300,Vastgoed Unie Makelaardij ,Amsterdam,4,120
940,HouseHunting Eindhoven,Eindhoven,2,95
975,IFG-Huren,Den Haag,4,72
1395,Rotterdam Apartments,Rotterdam,4,93
1499,Rotterdam Apartments,Barendrecht,5,121
1050,Rotterdam Apartments,Rotterdam,1,40
375,Housing Solutions Breda,Breda,1,12
1150,072wonen,Schoorl,4,115
1950,Amsterdam Housing,Amstelveen,4,144
1700,Covers & Jonker Makelaars BV,Utrecht,5,85
1450,Oei Housing Amsterdam - Expat Apartments,Amsterdam,2,44
925,ViaDaan,Vlissingen,4,65
1650,RELO Wonen,Pernis Rotterdam,4,65
1500,123Wonen West-Brabant,Roosendaal,5,115
925,Wonen Limburg Accent,Horst,5,100
925,Wonen Limburg Accent,Venray,3,120
1400,Holland Home Management,Amsterdam,1,47
1295,Rent an Apartment,Rotterdam,2,55
970,Rent an Apartment,Rotterdam,1,40
1170,Rent an Apartment,Rotterdam,2,55
1650,People On The Move Expat Rentals,Amsterdam,3,70
2350,The Rental Agency Amsterdam,Amsterdam,4,90
1625,Grand Relocation,Amsterdam,2,52
1650,A Plus Apartments,Zeewolde,5,110
2200,Reichman & Rommelaar Den Haag,Den Haag,3,143
1250,The Hague Real Estate Services,Den Haag,2,55
5000,The Hague Real Estate Services,Den Haag,7,279
855,Immosa Makelaardij,Maastricht,2,60
2100,The Perfect House,Amsterdam,3,86
575,OurCampus Amsterdam Diemen,Diemen,1,27
1255,vb&t Verhuurmakelaars,Rotterdam,3,104
870,vb&t Verhuurmakelaars,Maastricht,2,49
290,BM Vastgoed,Arnhem,1,10
1600,Domica Leiden,Leiden,4,92
1495,ViaDaan,Amsterdam,2,70
1175,Drenth Vastgoed Beheer,Abbenes,3,85
1500,Kimmel & Co. Makelaarskantoor o.g. b.v.,Den Haag,3,90
995,070Wonen,Voorburg,3,61
1250,KK Amsterdam,Amsterdam,2,51
475,BVwonen,Eindhoven,2,16
475,BVwonen,Eindhoven,2,16
995,BVwonen,Eindhoven,2,50
475,BVwonen,Eindhoven,2,16
475,BVwonen,Eindhoven,2,16
475,BVwonen,Eindhoven,2,16
475,BVwonen,Eindhoven,2,16
475,BVwonen,Eindhoven,2,16
1300,Rent an Apartment,Rotterdam,3,85
835,Rent an Apartment,Den Haag,1,50
1795,First Class Housing,Amstelveen,4,92
1650,First Class Housing,Amsterdam,2,57
1295,Wooncompany Den Haag,Den Haag,2,60
475,BVwonen,Eindhoven,2,16
1395,Tweelwonen.nl Rotterdam,Rotterdam,3,115
700,Internationals Housing,Utrecht,1,12
1595,Rotsvast Den Haag,Den Haag,4,102
775,NH Smeding Holding BV,Utrecht,1,25
1240,Rent an Apartment,Rotterdam,3,75
1250,Guntenaar Wonen,Driebergen-Rijsenburg,2,70
1500,Haverkamp Makelaardij,Amsterdam,2,65
835,Nido Student,Utrecht,1,20
575,OurCampus Amsterdam Diemen,Diemen,1,27
385,Regent Makelaars,Oudeschoot,1,20
1950,Expat Apartment Service,Amsterdam,4,130
995,BVwonen,Eindhoven,2,50
825,Van Der Huizen,Utrecht,2,45
2050,Jimble,Amsterdam,2,57
630,W&D Vastgoed,Tilburg,1,25
1050,123Wonen Groningen,Groningen,3,75
1625,VERRA Real Estate Rotterdam,Rotterdam,3,97
1875,Grand Relocation,Amsterdam,3,85
1550,123Wonen West-Brabant,Bergen op Zoom,5,157
895,Pension Barendregt,Rotterdam,1,35
1700,Robog.nl,Bergen op Zoom,5,100
940,Confides Verhuur,Groningen,2,32
3500,Renthouse Vastgoed,Amstelveen,6,208
2200,Koops Makelaardij Amstelveen,Amstelveen,6,123
1195,Your-House,Utrecht,2,39
1550,Your-House,Utrecht,3,70
1450,Immobilia Real Estate,Berkel en Rodenrijs,5,115
1900,Amsterdam Housing,Amstelveen,5,135
1280,Level 5 Rental Agency,Rotterdam,4,73
425,RNC Wonen,Tilburg,1,16
1995,Lutz Real Estate,Pijnacker,5,135
1150,ZY Makelaars,Breda,4,81
2150,Von Poll Real Estate - Centrum,Amsterdam,2,80
1425,Nationaal Grondbezit,Voorburg,5,141
1550,Lexis Real Estate,Amsterdam,2,55
1450,Interhouse verhuurmakelaars Utrecht,Utrecht,3,62
1795,Tweelwonen.nl Rotterdam,Berkel en Rodenrijs,5,125
645,Parkstone,Den Haag,1,15
450,Star Housing,Maastricht,1,10
1600,Maasstad Woningverhuur,Rotterdam,3,122
1295,VHPN,Rotterdam,3,80
1495,Droste De Vries Makelaars,Utrecht,2,60
1150,W voor Wonen,Den Haag,3,80
895,GOETH Vastgoed,Eindhoven,2,50
2350,Amsterdam Housing,Amstelveen,3,105
2100,Amsterdam Housing,Amsterdam,3,100
1495,Home of Orange,Amsterdam,2,52
625,Immovita,Den Haag,1,40
1750,Hakkenbroek Housing Company,Amsterdam,2,55
1100,123Wonen Amsterdam,Amsterdam,1,27
900,The Hague Real Estate Services,Den Haag,2,35
505,HouseHunting Arnhem Nijmegen,Arnhem,2,23
850,Nationaal Grondbezit,Voorburg,2,52
960,Estatia Makelaardij & Beheer,Leeuwarden,3,90
1550,Mac Housing,Amsterdam,3,65
1470,Van Huis Uit Makelaars,Amsterdam,3,82
1650,G&D&Y Housing,Amsterdam,2,45
2745,Interhouse verhuurmakelaars Haarlem,Haarlem,6,181
1375,Stadsdaemes onroerend goed ,Utrecht,3,80
1450,TVN Real Estate,Amsterdam,2,40
1150,Koops Makelaardij Amsterdam,Amsterdam,2,28
975,Brick Vastgoed,Eindhoven,2,70
1595,City Housing Maastricht,Maastricht,5,80
1200,First Class Housing,Amstelveen,2,45
1490,Centraal Makelaardij,IJmuiden,5,110
950,VerhuurPro Almelo,Almelo,4,100
1500,The Hague Real Estate Services,Den Haag,4,80
875,Koops Makelaardij Leiden,Leiderdorp,2,40
1700,Expat & Real Estate B.V.,Den Haag,3,75
2000,Expat & Real Estate B.V.,Leidschendam,4,115
1250,Inter Immo Amsterdam,Amsterdam,1,33
1395,Q Makelaars,Den Haag,2,72
985,OurDomain Amsterdam Diemen,Diemen,2,47
795,GOETH Vastgoed,Oirschot,2,48
925,HousingXL.nl,Valkenburg,3,80
550,HousingXL.nl,Maastricht,1,12
2500,Inter Immo Amsterdam,Amsterdam,3,117
1500,Stones Housing,Eindhoven,3,118
1750,Urban Homies,Amsterdam,3,75
1750,Estata Makelaars O.G.,Den Haag,3,70
1195,Regio56 Makelaars & Huisvesting ,Eindhoven,4,117
1550,Compass Housing Amsterdam,Amstelveen,4,90
825,HouseHunting Eindhoven,Eindhoven,2,50
1950,Van der Laarse Makelaardij o.g.,Aalsmeer,3,115
1750,Jimble,Amsterdam,3,70
2000,DolFijnWonen,Erlecom,4,220
2000,DolFijnWonen,Erlecom,4,220
1750,Interhouse verhuurmakelaars Rotterdam,Rotterdam,3,120
1250,Interhouse verhuurmakelaars Rotterdam,Rotterdam,2,69
1195,Fides Diensten,Groningen,2,32
750,Nationaal Grondbezit,Rotterdam,3,68
890,Immosa Makelaardij,Maastricht,3,75
740,Domica Arnhem,Arnhem,2,35
2950,AmsterHomes,Amsterdam,3,102
1475,Rosmuller Makelaars,Amsterdam,2,50
2450,Koops Makelaardij Amstelveen,Amstelveen,6,170
720,W&D Vastgoed,Tilburg,2,54
497,Maxx Zwolle,Zwolle,1,20
2950,Tameling Verhuur,Katwijk,10,235
995,Wobeco Housing Agency,Den Haag,2,46
2300,Koops Makelaardij Amstelveen,Amstelveen,6,150
1425,Grand Relocation,Amsterdam,2,47
1250,Max Property Rentals,Rotterdam,3,94
1550,Mac Housing,Amsterdam,3,78
1395,Q Makelaars,Den Haag,2,72
1475,Amsterdam Housing,Amsterdam,2,55
1400,123Wonen Dordrecht,Dordrecht,4,106
2123,ViaDaan,Den Haag,5,100
1600, Vastgoed 010,Rotterdam,5,119
795,Gers Wonen,Rotterdam,1,20
895,Gers Wonen,Rotterdam,1,25
775,De Huissleutel,Tilburg,2,66
3300,BS Real Estate & Services,Den Haag,6,135
495,Lightcity Housing,Eindhoven,1,20
1795,123Wonen West-Brabant,Steenbergen,4,170
430,Van Der Huizen,Utrecht,1,22
1300,ViaDaan,Lelystad,5,151
985,ViaDaan,Assen,4,99
2000,Hofzicht Makelaars,Zandvoort,3,120
310,Vlug Wonen,Enschede,1,9
385,Vlug Wonen,Enschede,1,14
2500,Amsterdam Housing,Amsterdam,4,107
1195,RG Woonadvies,Almere,2,61
1500,Hofzicht Makelaars,Zandvoort,3,80
1850,ViaDaan,Amstelveen,4,104
1500,AHA (Another Home Abroad),Amsterdam,2,53
1500,Alcoco.nl,Amsterdam,2,70
1750,Alcoco.nl,Amstelveen,4,115
1995,123Wonen het Gooi,Naarden,5,87
800,1huis Makelaars,Arnhem,2,55
1495,The Rental Agency Amsterdam,Amsterdam,2,55
1000,V-Amsterdam,Amsterdam,1,25
505,Prohousing,Maastricht,1,21
1750,The Rental Agency Amsterdam,Amsterdam,3,60
1100,Expata,Amsterdam,1,35
1168,Q Makelaars,Den Haag,1,59
1350,Hevesta Bemiddeling,Amsterdam,1,37
995,Ooms Makelaars Woningen,Rotterdam,3,75
1395,Frisia Makelaars,Den Haag,3,105
390,Maasland Relocation,Maastricht,2,19
425,Maasland Relocation,Maastricht,2,20
1535,Frisia Makelaars,Den Haag,3,143
995,Budget Housing,Eindhoven,2,41
1150,Budget Housing,Eindhoven,2,63
1380,Frisia Makelaars,Den Haag,3,116
1495,EHR Utrecht,Amsterdam,2,62
1395,Houserenting4all.nl,Amersfoort,3,125
1495,Linda Housing,Rotterdam,3,70
2250,City Housing Amsterdam,Amsterdam,3,120
835,Rent a Room Delft,Delft,2,35
2100,IM Home Rentals,Amsterdam,2,80
2700,IM Home Rentals,Amsterdam,3,85
1550,ViaDaan,Amsterdam,3,90
1800,Unlimited Housing,Amsterdam,3,80
1850,123Wonen Breda,Breda,5,144
700,RNC Wonen,Waalwijk,2,48
1550,TVN Real Estate,Amsterdam,2,50
1535,Frisia Makelaars,Den Haag,3,126
1700,Prinsen Residence International,Amsterdam,2,50
1500,Prinsen Residence International,Amsterdam,2,40
