"","house_price","rental_agency","city","bedrooms","surface"
"5178",2000,"Amsterdam Housing","Amsterdam",2,80
"5179",1500,"Amsterdam Housing","Almere",4,92
"5180",1750,"Recourt Makelaars","Amsterdam",3,51
"5181",1550,"Edens Makelaardij","Amsterdam",2,52
"5182",995,"Housing Solutions","Rotterdam",2,55
"5183",1750,"Keizerskroon makelaars","Amsterdam",2,74
"5184",1350,"Langezaal makelaars","Voorburg",4,87
"5185",1295,"VHPN","Rotterdam",3,80
"5186",1475,"Hoogveste BV","Amstelveen",1,40
"5187",1950,"Acuut Huren Breda","Breda",5,127
"5188",430,"Acuut Huren Breda","Breda",1,12
"5189",737,"AB&P Vaassen","Echt",5,80
"5190",1850,"Add Makelaardij","Amsterdam",3,92
"5191",1250,"Haarlem Real Estate","Haarlem",2,65
"5192",1450,"TVN Real Estate","Rotterdam",3,85
"5193",1775,"Valerius Rentals","Amsterdam",3,86
"5194",1250,"Star Housing","Maastricht",2,65
"5195",1695,"Koops Makelaardij Amstelveen","Amstelveen",3,90
"5196",930,"Kortland Beheer","Lekkerkerk",3,74
"5197",1225,"VGW Housing","Utrecht",2,55
"5198",1875,"Makelaarshuis Amsterdam - Zaanstad","Amsterdam",4,64
"5199",925,"Amsterdam Housing","Amsterdam",2,79
"5200",1495,"RE/MAX Makelaarsgilde Leiden","Leiden",2,81
"5201",1245,"Koops Makelaardij Leiden","Leiden",2,80
"5202",850,"FS Vastgoed B.V.","Den Bosch",1,30
"5203",950,"Twente Invest","Enschede",4,75
"5204",1365,"LIV Residential","Amsterdam",3,54
"5205",1545,"LIV Residential","Amsterdam",3,99
"5206",1150,"Dop & Dop Consultancy","Rotterdam",2,70
"5207",1095,"HRS Wonen","Den Bosch",3,65
"5208",1650,"Projekthus","Den Haag",3,91
"5209",1195,"About Real Estate","Den Haag",3,60
"5210",875,"Max Property Rentals","Rotterdam",3,60
"5211",1200,"Rowork Real Estate","Rotterdam",1,70
"5212",1100,"Rowork Real Estate","Rotterdam",1,65
"5213",1200,"Rowork Real Estate","Rotterdam",1,70
"5214",1895,"Star Housing","Maastricht",3,117
"5215",375,"Star Housing","Heerlen",1,25
"5216",2500,"EHR Haarlem - Leiden","Haarlem",5,120
"5217",955,"P&D Housing","Tilburg",1,55
"5218",2100,"The Perfect House","Amsterdam",3,86
"5219",1875,"Brick Vastgoed","Helmond",5,260
"5220",895,"HouseHunting Zwolle Apeldoorn","Zwolle",3,50
"5221",1115,"NederWoon verhuurmakelaars Deventer","Deventer",3,85
"5222",640,"Duinzigt Wonen B.V.","Den Haag",2,25
"5223",575,"Phidec Vastgoed Beheer B.V.","Heerlen",2,50
"5224",1750,"First Class Housing","Amsterdam",4,87
"5225",950,"BenHousing","Rotterdam",2,60
"5226",1695,"Tweelwonen.nl Leiden","Oegstgeest",4,146
"5227",995,"K&P Makelaars","Groningen",2,51
"5228",995,"K&P Makelaars","Groningen",2,51
"5229",2975,"Avenir Vastgoed","Den Haag",6,200
"5230",1695,"ViaDaan","Amsterdam",4,63
"5231",1300,"NEXT Beheer","Den Haag",4,70
"5232",950,"BenHousing","Rotterdam",4,75
"5233",1440,"LIV Residential","Amsterdam",3,99
"5234",1510,"LIV Residential","Amsterdam",2,57
"5235",1175,"Rotsvast Gouda","Gouda",4,85
"5236",795,"Rent Valley","Den Haag",2,45
"5237",1695,"Rent a Stone","Rotterdam",5,120
"5238",1395,"Rent a Stone","Rotterdam",4,72
"5239",1250,"Homey Housing","Den Haag",4,80
"5240",1750,"Homeland Real Estate","Den Haag",4,80
"5241",2250,"Estata Makelaars O.G.","Den Haag",3,118
"5242",1950,"Estata Makelaars O.G.","Den Haag",5,146
"5243",570,"Homey Housing","Den Haag",1,21
"5244",690,"De Verhuurmakelaar","Zoeterwoude",2,60
"5245",2000,"Expat & Real Estate B.V.","Voorschoten",3,120
"5246",995,"Rotterdam Wonen","Rotterdam",5,85
"5247",595,"BenHousing","Rotterdam",1,20
"5248",995,"Housing 4 You","Maastricht",3,80
"5249",1395,"Q Makelaars","Den Haag",2,72
"5250",2100,"The Perfect House","Amsterdam",3,86
"5251",825,"Rent Valley","Den Haag",2,34
"5252",1800,"Sonar appartementen","Den Haag",4,130
"5253",1200,"Sonar appartementen","Den Haag",3,80
"5254",1300,"Sonar appartementen","Den Haag",2,65
"5255",1500,"MyhomeBnB Amsterdam","Amsterdam",2,56
"5256",1450,"Homey Housing","Rotterdam",5,100
"5257",1250,"Homecrew","Diemen",3,62
"5258",1450,"Lexis Real Estate","Amsterdam",2,45
"5259",1450,"Kolpa Makelaars B.V.","Rotterdam",4,86
"5260",564,"De Noordelijke Verhuur Makelaars","Leeuwarden",1,27
"5261",710,"Sterckwonen","Heerlen",4,102
"5262",2500,"The Hague Real Estate Services","Den Haag",3,130
"5263",1390,"Loftly","Rotterdam",2,70
"5264",1345,"LIV Residential","Amsterdam",3,93
"5265",2250,"DutchRelocate","Amsterdam",7,195
"5266",895,"ViaDaan","Stiens",5,108
"5267",1700,"Reallo","Amsterdam",3,87
"5268",1295,"Gooiland Makelaardij Hilversum","Hilversum",3,89
"5269",1650,"Domica Amsterdam","Amsterdam",2,86
"5270",1350,"Riva Rentals","Rotterdam",2,48
"5271",295,"4-Freedom | Vastgoedbeheer","Nijmegen",1,13
"5272",1400,"Kerkvliet Makelaars","Leiderdorp",4,107
"5273",653,"Maxx Zwolle","Zwolle",1,29
"5274",1025,"Rent2day Real Estate","Leiden",2,40
"5275",1395,"Numaga Vastgoed","Amsterdam",3,66
"5276",2950,"Koops Makelaardij Amstelveen","Uithoorn",5,168
"5277",1950,"ME Makelaars BV","Amsterdam",3,89
"5278",2350,"Listings","Amsterdam",3,80
"5279",1500,"Homecrew","Amsterdam",3,56
"5280",450,"NederWoon verhuurmakelaars Deventer","Deventer",1,20
"5281",935,"P&D Housing","Tilburg",2,55
"5282",985,"OurDomain Amsterdam Diemen","Diemen",2,47
"5283",1500,"Fides Diensten","Groningen",2,49
"5284",3500,"Haagen & Partners","Amsterdam",7,192
"5285",1075,"Heimstaden","Leidschendam",4,102
"5286",3950,"VERRA Real Estate","Den Haag",7,200
"5287",595,"Vivir Wonen","Hoeven",2,35
"5288",1500,"The Hague Real Estate Services","Den Haag",2,85
"5289",1800,"Vastgoed Unie Makelaardij ","Amsterdam",3,86
"5290",1145,"Parkstone","Den Haag",2,35
"5291",1045,"Parkstone","Den Haag",2,30
"5292",1895,"LIV Residential","Amsterdam",4,132
"5293",875,"ViaDaan","Heerenveen",4,83
"5294",1500,"DdeG Vastgoed bv","Bussum",2,35
"5295",1250,"Rotsvast Rotterdam","Rotterdam",3,64
"5296",1095,"123Wonen Apeldoorn","Apeldoorn",4,80
"5297",1495,"Expatdesk Nijmegen","Nijmegen",4,126
"5298",1500,"Prinsen Residence International","Diemen",3,70
"5299",1450,"Inter Immo Almere","Almere",3,89
"5300",985,"Stienstra","Geertruidenberg",4,115
"5301",1150,"Rotsvast Middelburg","Vlissingen",3,83
"5302",1700,"Housing Solutions","Brielle",4,60
"5303",2650,"Kolpa Makelaars B.V.","Rotterdam",6,169
"5304",1295,"Housing Solutions","Hellevoetsluis",5,110
"5305",1890,"HouseHunting SchipholRegio & Haarlem e.o.","Hoofddorp",5,125
"5306",1825,"Stam Vastgoed","Soesterberg",6,160
"5307",1250,"Tijdelijk Twee Woningen","Hallum",5,251
"5308",995,"Trijs & Partners","Bleskensgraaf ca",4,125
"5309",1350,"AmsterHomes","Amsterdam",2,45
"5310",2400,"TVN Real Estate","Amsterdam",3,110
"5311",1525,"Stienstra","Amstelveen",5,130
"5312",1250,"Domvast","Utrecht",3,60
"5313",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"5314",985,"OurDomain Amsterdam Diemen","Diemen",2,47
"5315",1345,"Select-a-House.nl","Breda",3,114
"5316",1450,"Alcoco.nl","Amsterdam",2,65
"5317",825,"Björnd Makelaardij","Delft",1,44
"5318",1700,"BrinkBorgh Makelaardij","Amsterdam",2,50
"5319",1550,"BrinkBorgh Makelaardij","Amsterdam",3,60
"5320",975,"Rental Rotterdam","Rotterdam",2,74
"5321",1300,"Stad en Land Makelaars","Dordrecht",3,90
"5322",1000,"Linger OG","Amsterdam",1,30
"5323",2375,"Burgersdijk Makelaars","Maartensdijk",6,139
"5324",1750,"Ooms Makelaars Woningen","Rotterdam",3,119
"5325",1195,"Van der Borden Vastgoedprofessionals - Huur & Beheer","Alkmaar",6,90
"5326",1500,"Atrium makelaars","Den Haag",3,77
"5327",1250,"Rental Rotterdam","Rotterdam",3,72
"5328",1350,"HB Housing ","Zaandam",2,77
"5329",1500,"Partner in real estate","Utrecht",4,80
"5330",1500,"Partner in real estate","Amstelveen",3,80
"5331",1500,"Partner in real estate","Amstelveen",4,80
"5332",1450,"Match&Rent","Amsterdam",2,50
"5333",1950,"Great Expatation","Amstelveen",3,100
"5334",2350,"Riva Rentals","Rotterdam",3,115
"5335",2300,"Linda Housing","Rotterdam",4,112
"5336",630,"Huurwoningen Parkstad","Hoensbroek",2,28
"5337",1595,"The Real Estate Company","Den Haag",3,72
"5338",560,"Home of Orange","Amsterdam",1,18
"5339",1395,"Expat Housing","Den Haag",3,115
"5340",2200,"Jenter Real Estate","Den Haag",4,114
"5341",1650,"Vastgoed Unie Makelaardij ","Amsterdam",3,81
"5342",1150,"Vastgoed Unie Makelaardij ","Amsterdam",2,30
"5343",1495,"City Homes","Amsterdam",2,50
"5344",1675,"City Homes","Amsterdam",2,75
"5345",2100,"The Perfect House","Amsterdam",3,86
"5346",1550,"Mac Housing","Amsterdam",3,78
"5347",1625,"City Homes","Amsterdam",3,80
"5348",895,"Havos Vastgoedbelegging bv","Groningen",2,55
"5349",1295,"Rotterdam Apartments","Rotterdam",4,94
"5350",2000,"Rotterdam Apartments","Rotterdam",4,120
"5351",895,"Rotterdam Apartments","Rotterdam",2,60
"5352",2295,"Wooncompany Den Haag","Den Haag",3,113
"5353",1128,"Wooove","Apeldoorn",3,93
"5354",1400,"Kalwij Vastgoed","Amsterdam",3,70
"5355",780,"Domica Apeldoorn","Apeldoorn",2,50
"5356",558,"Domica Apeldoorn","Apeldoorn",1,26
"5357",2350,"RELO Wonen","Spijkenisse",6,100
"5358",2000,"IB Makelaars","Amsterdam",3,70
"5359",1700,"IB Makelaars","Amsterdam",3,76
"5360",1000,"Huurwoning in Rotterdam","Rotterdam",2,46
"5361",1085,"Trijs & Partners","Gorinchem",2,98
"5362",775,"Rent2You","Rotterdam",1,25
"5363",2200,"First Class Housing","Amstelveen",5,158
"5364",2100,"First Class Housing","Amsterdam",3,93
"5365",1750,"First Class Housing","Amstelveen",3,85
"5366",1595,"The Real Estate Company","Den Haag",2,92
"5367",950,"Regio56 Makelaars & Huisvesting ","Eindhoven",2,45
"5368",795,"Regio56 Makelaars & Huisvesting ","Eindhoven",1,22
"5369",2250,"Amstel Housing","Amstelveen",4,100
"5370",1500,"Rotsvast Amsterdam","Amsterdam",3,55
"5371",1350,"LV Housing","Amsterdam",3,45
"5372",650,"LV Housing","Amsterdam",1,15
"5373",1590,"Rotsvast Hilversum","Hilversum",4,93
"5374",879,"Nu-huren.nl","Valkenswaard",2,65
"5375",795,"Domica Apeldoorn","Apeldoorn",2,56
"5376",1500,"VERRA Real Estate Rotterdam","Rotterdam",3,75
"5377",575,"OurCampus Amsterdam Diemen","Diemen",1,27
"5378",1295,"VHPN","Rotterdam",3,80
"5379",875,"Reham Makelaars | Taxateurs","Terneuzen",2,50
"5380",750,"Domica Apeldoorn","Apeldoorn",2,55
"5381",1350,"UVM","Oosterbeek",4,115
"5382",815,"UVM","Arnhem",2,48
"5383",1700,"Valerius Rentals","Amsterdam",3,57
"5384",1175,"Koops Makelaardij Leiden","Leiden",2,60
"5385",1450,"123Wonen Amsterdam","Amsterdam",2,60
"5386",1995,"Koops Makelaardij Amstelveen","Diemen",4,106
"5387",799,"Duinzigt Wonen B.V.","Den Haag",2,50
"5388",1450,"The Real Estate Company","Rotterdam",3,72
"5389",2200,"Grand Relocation","Amsterdam",4,105
"5390",1550,"NederWoon verhuurmakelaars Arnhem","Dieren",3,126
"5391",999,"Rotsvast Middelburg","Vlissingen",2,35
"5392",1050,"Rotsvast Middelburg","Middelburg",3,95
"5393",1700,"Tweelwonen.nl Leiden","Leiden",3,85
"5394",1700,"Tweelwonen.nl Leiden","Leiden",3,85
"5395",1995,"A1 Executive Estate","Amsterdam",4,90
"5396",1650,"IB Makelaars","Amsterdam",3,58
"5397",1850,"Amstel Property Agency","Amsterdam",3,100
"5398",1450,"Haarlem Real Estate","Haarlem",2,60
"5399",730,"De Huissleutel","Tilburg",2,65
"5400",1495,"LIV Residential","Amstelveen",4,96
"5401",1395,"LIV Residential","Amsterdam",3,62
"5402",1295,"Stoit Groep","Geldrop",3,89
"5403",795,"Rent Valley","Den Haag",2,31
"5404",1650,"Collection Apartments","Amsterdam",2,60
"5405",1500,"AB&P Vaassen","Roermond",7,100
"5406",1295,"HouseHunting Breda","Breda",3,90
"5407",1200,"Rotsvast Middelburg","Vlissingen",3,60
"5408",916,"Holland2Stay","Helmond",1,58
"5409",935,"P&D Housing","Tilburg",2,55
"5410",575,"OurCampus Amsterdam Diemen","Diemen",1,27
"5411",904,"Holland2Stay","Helmond",2,51
"5412",1350,"J.T.M.D. vastgoed beheer B.V.","Aalsmeer",2,60
"5413",1650,"Koops Makelaardij Leiden","Leiden",3,85
"5414",672,"Holland2Stay","Helmond",1,26
"5415",1700,"Tweelwonen.nl Leiden","Leiden",3,85
"5416",1600,"Keizerskroon makelaars","Amsterdam",3,55
"5417",600,"ViaDaan","Amsterdam",1,25
"5418",730,"Homey Housing","Den Haag",1,22
"5419",1500,"Brick Vastgoed","Eindhoven",4,130
"5420",760,"Homey Housing","Den Haag",1,20
"5421",1995,"Wooncompany Den Haag","Den Haag",4,130
"5422",1600,"Interhouse verhuurmakelaars Hilversum & Almere","Abcoude",5,140
"5423",1250,"De Bloois Vastgoed","Voorburg",4,86
"5424",1975,"Holland Home Management","Amsterdam",3,72
"5425",1295,"NumberXII Exclusive Real Estate","Den Haag",3,80
"5426",935,"NumberXII Exclusive Real Estate","Den Haag",2,45
"5427",1500,"Amsterdam Housing","Amsterdam",2,65
"5428",1600,"Expat Rentals","Egmond-Binnen",3,120
"5429",1550,"HousingXL.nl","Maastricht",3,80
"5430",1675,"Inter Immo Amsterdam","Amsterdam",3,82
"5431",865,"AB&P Vaassen","Echt",7,100
"5432",690,"AB&P Vaassen","Echt",4,40
"5433",1500,"Riva Rentals","Rotterdam",3,80
"5434",1210,"Maxx Zwolle","Zwolle",2,75
"5435",699,"The Real Estate Company","Amsterdam",1,15
"5436",925,"Expat & Property Management","Den Haag",3,60
"5437",1875,"F.E. Real Estate","Amstelveen",4,91
"5438",1195,"123Wonen Tilburg","Tilburg",4,100
"5439",1250,"VERRA Real Estate","Den Haag",2,105
"5440",805,"Siebbeles Vastgoed","Arnhem",4,70
"5441",955,"P&D Housing","Tilburg",1,55
"5442",1395,"Q Makelaars","Den Haag",2,72
"5443",1750,"ViaDaan","Amsterdam",3,89
"5444",1225,"DHVC Vastgoed","Eindhoven",3,76
"5445",699,"The Real Estate Company","Amsterdam",1,14
"5446",1375,"Expatdesk Nijmegen","Wijchen",5,118
"5447",1225,"VERRA Real Estate Rotterdam","Rotterdam",1,52
"5448",1150,"Rotsvast Middelburg","Middelburg",3,73
"5449",1550,"TVN Real Estate","Amsterdam",2,60
"5450",1375,"Amsterdam Beautiful Property Rental","Amsterdam",2,46
"5451",1378,"Rotsvast Bergen op Zoom","Etten-Leur",4,140
"5452",1250,"123Wonen Tilburg","Goirle",5,83
"5453",1500,"Avenir Vastgoed","Den Haag",4,124
"5454",1995,"First Class Housing","Amstelveen",4,150
"5455",800,"Prisma ERA Makelaars Delden","Diepenheim",5,120
"5456",1500,"Interhouse verhuurmakelaars Rotterdam","Rotterdam",3,97
"5457",2750,"Out Amsterdam","Amsterdam",4,125
"5458",4750,"Dutch Housing Centre BV","Amsterdam",6,160
"5459",1205,"Altijd Wonen","Utrecht",2,70
"5460",875,"Rental Rotterdam","Rotterdam",1,25
"5461",1995,"Huurinc Housing","Eindhoven",3,90
"5462",1199,"Level 5 Rental Agency","Vlaardingen",4,70
"5463",735,"Rotsvast Tilburg","Tilburg",2,33
"5464",1650,"KamerRaad","Oegstgeest",3,112
"5465",640,"Friendly Housing","Eindhoven",1,26
"5466",640,"Friendly Housing","Eindhoven",1,15
"5467",1395,"Van Huis Uit Makelaars","Amsterdam",2,56
"5468",669,"The Real Estate Company","Duivendrecht",1,10
"5469",1195,"Regio56 Makelaars & Huisvesting ","Eindhoven",2,87
"5470",465,"Brick Brokers","Baarn",1,12
"5471",450,"Brick Brokers","Soest",1,20
"5472",520,"Brick Brokers","Soest",1,24
"5473",1350,"Hevesta Bemiddeling","Amsterdam",1,37
"5474",935,"P&D Housing","Tilburg",2,55
"5475",1650,"NOVA Housing","Maastricht",3,83
"5476",687,"123Wonen Leiden","Leiden",1,21
"5477",1400,"Brick Vastgoed","Eindhoven",4,85
"5478",1295,"Koops Makelaardij Amsterdam","Amsterdam",2,48
"5479",625,"Lemoo","Utrecht",1,15
"5480",1850,"Amsterdam Beautiful Property Rental","Amsterdam",2,85
"5481",1875,"Amsterdam Beautiful Property Rental","Amsterdam",3,64
"5482",1395,"Rotsvast Bergen op Zoom","Willemstad",5,124
"5483",1050,"Interhouse verhuurmakelaars Den Haag","Den Haag",2,50
"5484",995,"Rotsvast Hilversum","Hilversum",1,60
"5485",2500,"Von Poll Real Estate - Centrum","Amsterdam",4,100
"5486",1350,"Tweelwonen.nl Rotterdam","Rotterdam",2,60
"5487",995,"K&P Makelaars","Groningen",2,50
"5488",950,"Rental Rotterdam","Dordrecht",4,89
"5489",995,"Select-a-House.nl","Breda",1,60
"5490",795,"Friendly Housing","Eindhoven",2,19
"5491",900,"NH Smeding Holding BV","Utrecht",1,35
"5492",1200,"Riva Rentals","Rotterdam",2,60
"5493",1800,"Rotsvast Amstelveen","Amstelveen",3,101
"5494",1050,"Brick Brokers","Hilversum",3,60
"5495",1650,"Interhouse verhuurmakelaars Amsterdam","Amsterdam",2,45
"5496",1650,"Interhouse verhuurmakelaars Amsterdam","Amsterdam",2,45
"5497",1625,"Interhouse verhuurmakelaars Amsterdam","Amsterdam",3,70
"5498",895,"Immovita","Den Haag",2,50
"5499",1050,"Domica Den Bosch","Den Bosch",3,70
"5500",1200,"Domica Den Bosch","Den Bosch",2,65
"5501",1250,"StartHousing","Vlaardingen",4,100
"5502",1250,"Langezaal makelaars","Den Haag",3,70
"5503",1795,"Kimmel & Co. Makelaarskantoor o.g. b.v.","Den Haag",3,104
"5504",415,"Friendly Housing","Eindhoven",1,12
"5505",1550,"Mac Housing","Amsterdam",3,78
"5506",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"5507",440,"Friendly Housing","Eindhoven",1,14
"5508",1495,"Van Huis Uit Makelaars","Amsterdam",2,58
"5509",750,"Maison Makelaars Roermond / Maasgouw Roerdalen / Echt-Susteren","Roermond",4,76
"5510",1450,"Amsterdam Housing","Hoofddorp",2,63
"5511",770,"Vlug Wonen","Enschede",3,52
"5512",1300,"Wonen Hartje Rotterdam","Rotterdam",4,96
"5513",640,"GOETH Vastgoed","Eindhoven",1,26
"5514",1495,"Homeland Real Estate","Den Haag",4,87
"5515",1500,"Parker & Williams Real Estate Services","Amsterdam",2,60
"5516",795,"BVwonen","Tilburg",2,30
"5517",2150,"Evers Makelaardij & Taxateurs","Amsterdam",4,82
"5518",1250,"ViaDaan","Haarlem",2,50
"5519",1350,"De Nieuwe Verhuurmakelaar","Amsterdam",2,45
"5520",975,"Stienstra","Kerkrade",4,133
"5521",1050,"DM van de Kuil Makelaardij","De Bilt",2,54
"5522",1500,"Linger OG","Amsterdam",3,90
"5523",2000,"JLG Real Estate","Amsterdam",3,90
"5524",1500,"JLG Real Estate","Amsterdam",2,49
"5525",2600,"Rappange Makelaardij","Amsterdam",3,110
"5526",1450,"Amsterdam Wonen","Amsterdam",2,54
"5527",1575,"Amsterdam Wonen","Amsterdam",3,50
"5528",1550,"Amsterdam Wonen","Amsterdam",3,57
"5529",825,"Björnd Makelaardij","Delft",2,30
"5530",1750,"Von Poll Real Estate - Centrum","Amsterdam",2,57
"5531",2000,"Von Poll Real Estate - Centrum","Amsterdam",3,72
"5532",1595,"Mar. J. Heule","Amsterdam",3,58
"5533",1250,"Ooms Makelaars Woningen","Rotterdam",3,61
"5534",1750,"Amstel Makelaardij o.g.","Amstelveen",3,110
"5535",1225,"Hofzicht Makelaars","Woerden",2,80
"5536",1300,"HB Housing ","Amsterdam",2,51
"5537",1475,"Hoogveste BV","Amstelveen",1,40
"5538",985,"OurDomain Amsterdam Diemen","Diemen",2,47
"5539",1500,"HB Housing ","Hoofddorp",3,69
"5540",710,"Bastings Vastgoed Beheer","Maastricht",1,21
"5541",2300,"Vastgoed Unie Makelaardij ","Amsterdam",4,120
"5542",940,"HouseHunting Eindhoven","Eindhoven",2,95
"5543",975,"IFG-Huren","Den Haag",4,72
"5544",1395,"Rotterdam Apartments","Rotterdam",4,93
"5545",1499,"Rotterdam Apartments","Barendrecht",5,121
"5546",1050,"Rotterdam Apartments","Rotterdam",1,40
"5547",375,"Housing Solutions Breda","Breda",1,12
"5548",1150,"072wonen","Schoorl",4,115
"5549",1950,"Amsterdam Housing","Amstelveen",4,144
"5550",1700,"Covers & Jonker Makelaars BV","Utrecht",5,85
"5551",1450,"Oei Housing Amsterdam - Expat Apartments","Amsterdam",2,44
"5552",925,"ViaDaan","Vlissingen",4,65
"5553",1650,"RELO Wonen","Pernis Rotterdam",4,65
"5554",1500,"123Wonen West-Brabant","Roosendaal",5,115
"5555",925,"Wonen Limburg Accent","Horst",5,100
"5556",925,"Wonen Limburg Accent","Venray",3,120
"5557",1400,"Holland Home Management","Amsterdam",1,47
"5558",1295,"Rent an Apartment","Rotterdam",2,55
"5559",970,"Rent an Apartment","Rotterdam",1,40
"5560",1170,"Rent an Apartment","Rotterdam",2,55
"5561",1650,"People On The Move Expat Rentals","Amsterdam",3,70
"5562",2350,"The Rental Agency Amsterdam","Amsterdam",4,90
"5563",1625,"Grand Relocation","Amsterdam",2,52
"5564",1650,"A Plus Apartments","Zeewolde",5,110
"5565",2200,"Reichman & Rommelaar Den Haag","Den Haag",3,143
"5566",1250,"The Hague Real Estate Services","Den Haag",2,55
"5567",5000,"The Hague Real Estate Services","Den Haag",7,279
"5568",855,"Immosa Makelaardij","Maastricht",2,60
"5569",2100,"The Perfect House","Amsterdam",3,86
"5570",575,"OurCampus Amsterdam Diemen","Diemen",1,27
"5571",1255,"vb&t Verhuurmakelaars","Rotterdam",3,104
"5572",870,"vb&t Verhuurmakelaars","Maastricht",2,49
"5573",290,"BM Vastgoed","Arnhem",1,10
"5574",1600,"Domica Leiden","Leiden",4,92
"5575",1495,"ViaDaan","Amsterdam",2,70
"5576",1175,"Drenth Vastgoed Beheer","Abbenes",3,85
"5577",1500,"Kimmel & Co. Makelaarskantoor o.g. b.v.","Den Haag",3,90
"5578",995,"070Wonen","Voorburg",3,61
"5579",1250,"KK Amsterdam","Amsterdam",2,51
"5580",475,"BVwonen","Eindhoven",2,16
"5581",475,"BVwonen","Eindhoven",2,16
"5582",995,"BVwonen","Eindhoven",2,50
"5583",475,"BVwonen","Eindhoven",2,16
"5584",475,"BVwonen","Eindhoven",2,16
"5585",475,"BVwonen","Eindhoven",2,16
"5586",475,"BVwonen","Eindhoven",2,16
"5587",475,"BVwonen","Eindhoven",2,16
"5588",1300,"Rent an Apartment","Rotterdam",3,85
"5589",835,"Rent an Apartment","Den Haag",1,50
"5590",1795,"First Class Housing","Amstelveen",4,92
"5591",1650,"First Class Housing","Amsterdam",2,57
"5592",1295,"Wooncompany Den Haag","Den Haag",2,60
"5593",475,"BVwonen","Eindhoven",2,16
"5594",1395,"Tweelwonen.nl Rotterdam","Rotterdam",3,115
"5595",700,"Internationals Housing","Utrecht",1,12
"5596",1595,"Rotsvast Den Haag","Den Haag",4,102
"5597",775,"NH Smeding Holding BV","Utrecht",1,25
"5598",1240,"Rent an Apartment","Rotterdam",3,75
"5599",1250,"Guntenaar Wonen","Driebergen-Rijsenburg",2,70
"5600",1500,"Haverkamp Makelaardij","Amsterdam",2,65
"5601",835,"Nido Student","Utrecht",1,20
"5602",575,"OurCampus Amsterdam Diemen","Diemen",1,27
"5603",385,"Regent Makelaars","Oudeschoot",1,20
"5604",1950,"Expat Apartment Service","Amsterdam",4,130
"5605",995,"BVwonen","Eindhoven",2,50
"5606",825,"Van Der Huizen","Utrecht",2,45
"5607",2050,"Jimble","Amsterdam",2,57
"5608",630,"W&D Vastgoed","Tilburg",1,25
"5609",1050,"123Wonen Groningen","Groningen",3,75
"5610",1625,"VERRA Real Estate Rotterdam","Rotterdam",3,97
"5611",1875,"Grand Relocation","Amsterdam",3,85
"5612",1550,"123Wonen West-Brabant","Bergen op Zoom",5,157
"5613",895,"Pension Barendregt","Rotterdam",1,35
"5614",1700,"Robog.nl","Bergen op Zoom",5,100
"5615",940,"Confides Verhuur","Groningen",2,32
"5616",3500,"Renthouse Vastgoed","Amstelveen",6,208
"5617",2200,"Koops Makelaardij Amstelveen","Amstelveen",6,123
"5618",1195,"Your-House","Utrecht",2,39
"5619",1550,"Your-House","Utrecht",3,70
"5620",1450,"Immobilia Real Estate","Berkel en Rodenrijs",5,115
"5621",1900,"Amsterdam Housing","Amstelveen",5,135
"5622",1280,"Level 5 Rental Agency","Rotterdam",4,73
"5623",425,"RNC Wonen","Tilburg",1,16
"5624",1995,"Lutz Real Estate","Pijnacker",5,135
"5625",1150,"ZY Makelaars","Breda",4,81
"5626",2150,"Von Poll Real Estate - Centrum","Amsterdam",2,80
"5627",1425,"Nationaal Grondbezit","Voorburg",5,141
"5628",1550,"Lexis Real Estate","Amsterdam",2,55
"5629",1450,"Interhouse verhuurmakelaars Utrecht","Utrecht",3,62
"5630",1795,"Tweelwonen.nl Rotterdam","Berkel en Rodenrijs",5,125
"5631",645,"Parkstone","Den Haag",1,15
"5632",450,"Star Housing","Maastricht",1,10
"5633",1600,"Maasstad Woningverhuur","Rotterdam",3,122
"5634",1295,"VHPN","Rotterdam",3,80
"5635",1495,"Droste De Vries Makelaars","Utrecht",2,60
"5636",1150,"W voor Wonen","Den Haag",3,80
"5637",895,"GOETH Vastgoed","Eindhoven",2,50
"5638",2350,"Amsterdam Housing","Amstelveen",3,105
"5639",2100,"Amsterdam Housing","Amsterdam",3,100
"5640",1495,"Home of Orange","Amsterdam",2,52
"5641",625,"Immovita","Den Haag",1,40
"5642",1750,"Hakkenbroek Housing Company","Amsterdam",2,55
"5643",1100,"123Wonen Amsterdam","Amsterdam",1,27
"5644",900,"The Hague Real Estate Services","Den Haag",2,35
"5645",505,"HouseHunting Arnhem Nijmegen","Arnhem",2,23
"5646",850,"Nationaal Grondbezit","Voorburg",2,52
"5647",960,"Estatia Makelaardij & Beheer","Leeuwarden",3,90
"5648",1550,"Mac Housing","Amsterdam",3,65
"5649",1470,"Van Huis Uit Makelaars","Amsterdam",3,82
"5650",1650,"G&D&Y Housing","Amsterdam",2,45
"5651",2745,"Interhouse verhuurmakelaars Haarlem","Haarlem",6,181
"5652",1375,"Stadsdaemes onroerend goed ","Utrecht",3,80
"5653",1450,"TVN Real Estate","Amsterdam",2,40
"5654",1150,"Koops Makelaardij Amsterdam","Amsterdam",2,28
"5655",975,"Brick Vastgoed","Eindhoven",2,70
"5656",1595,"City Housing Maastricht","Maastricht",5,80
"5657",1200,"First Class Housing","Amstelveen",2,45
"5658",1490,"Centraal Makelaardij","IJmuiden",5,110
